Number,Title,GivenName,MiddleInitial,Surname,MothersMaiden,Birthday,Gender,Age,BloodType,Kilograms,FeetInches
8379,Mr.,Christopher,M,Rush,Veatch,6/15/2012,male,4,A+,13.8,"3' 3"""
8380,Mr.,Bernard,M,Klingensmith,Cabrera,12/23/2008,male,7,A+,26.5,"3' 8"""
8381,Mr.,James,C,Dixon,Jones,2/4/1995,male,21,AB+,104.2,"6' 2"""
8382,Mr.,Gary,N,Stevens,Aasen,12/13/1996,male,19,O+,91.4,"5' 4"""
8383,Mr.,Mason,N,Finley,Dawkins,10/18/2002,male,14,B+,68.5,"5' 7"""
8384,Mr.,Jeffery,H,Morales,Staggers,11/16/2013,male,3,O+,13.6,"3' 2"""
8385,Mr.,Kent,M,Richards,McCoy,10/14/1996,male,20,A+,84.9,"5' 9"""
8386,Mr.,Robert,C,Coffey,Lane,9/10/2012,male,4,A+,14.4,"3' 5"""
8387,Mr.,Scott,A,Lester,Mullins,12/19/1995,male,20,A+,61.4,"5' 8"""
8388,Mr.,Dennis,N,Koch,Johnson,3/10/2009,male,7,B+,31.9,"4' 4"""
8389,Mr.,Mary,L,Davis,Lamphear,6/19/2007,male,9,O+,32.2,"4' 6"""
8390,Mr.,Saul,A,Thomas,McGrady,1/12/1995,male,21,AB+,110.0,"5' 9"""
8391,Dr.,Donnell,E,Revell,Buckner,4/15/2004,male,12,AB+,59.0,"5' 1"""
8392,Mr.,Craig,P,Wilson,Cancel,3/26/2012,male,4,AB+,17.1,"3' 4"""
8393,Mr.,Philip,L,Gonzalez,Hodge,3/18/2001,male,15,O-,74.8,"5' 4"""
8394,Mr.,Joseph,S,Wells,Owens,12/15/2011,male,4,A+,13.7,"3' 3"""
8395,Mr.,Scott,C,Thompson,Jordan,9/25/2007,male,9,A+,40.8,"4' 4"""
8396,Mr.,Arnold,V,Allen,Davis,10/21/2005,male,11,B+,49.8,"4' 6"""
8397,Mr.,James,J,McKelvey,Cisneros,8/6/2003,male,13,A+,64.9,"4' 10"""
8398,Mr.,Benny,R,Smith,McBride,5/7/2010,male,6,O+,25.1,"4' 0"""
8399,Mr.,James,E,Garcia,Mitchell,5/5/1995,male,21,A+,104.7,"5' 6"""
8400,Mr.,Charles,R,Zamora,Kerrigan,5/7/2003,male,13,B+,45.5,"5' 5"""
8401,Mr.,Thomas,J,Gonzales,Scully,3/2/2005,male,11,A+,35.0,"4' 9"""
8402,Mr.,Stanton,E,Theriot,Son,2/3/1996,male,20,O+,63.6,"6' 0"""
8403,Mr.,Orlando,D,Everson,Carter,1/7/2010,male,6,A+,23.0,"3' 10"""
8404,Mr.,Chris,P,Pugh,Santillan,8/30/1996,male,20,AB-,92.0,"5' 10"""
8405,Mr.,David,J,Ezzell,Milligan,6/8/1994,male,22,O+,99.9,"6' 1"""
8406,Mr.,Darryl,W,Hall,Hartzell,11/28/1993,male,22,A+,106.8,"5' 7"""
8407,Mr.,Howard,H,Clarke,Gary,6/4/2004,male,12,AB+,63.4,"5' 1"""
8408,Mr.,Willie,N,Poindexter,Parker,8/6/2004,male,12,B+,60.8,"5' 2"""
8409,Mr.,Hector,M,Atkinson,Pierre,9/20/1999,male,17,B+,53.6,"5' 7"""
8410,Mr.,Carl,M,Retana,Stonge,7/19/2000,male,16,A+,57.9,"6' 0"""
8411,Mr.,Guy,S,Wroblewski,Riehle,9/3/1997,male,19,A+,96.3,"6' 0"""
8412,Mr.,Bryant,T,Connor,Baker,10/1/2009,male,7,A+,32.1,"3' 9"""
8413,Mr.,Charles,T,Keegan,Temple,7/15/2000,male,16,A+,78.8,"5' 6"""
8414,Mr.,Scott,A,Condon,Safford,3/31/2003,male,13,A+,35.9,"5' 7"""
8415,Mr.,Tyler,P,Roberts,Pennebaker,8/26/2013,male,3,B+,12.2,"3' 2"""
8416,Mr.,Richard,M,Hoey,Jones,8/21/2007,male,9,O-,34.6,"4' 9"""
8417,Mr.,Frank,W,Southall,Rooney,7/6/2003,male,13,O+,60.8,"5' 0"""
8418,Mr.,Matt,G,Keith,Fleming,8/31/2009,male,7,A+,18.9,"4' 3"""
8419,Mr.,Richard,S,Wright,Bell,10/31/1998,male,18,B+,84.3,"6' 2"""
8420,Mr.,Kent,E,Johnson,Paterson,8/19/2014,male,2,O+,14.2,"3' 0"""
8421,Mr.,Jason,E,Morris,Lewis,9/18/2001,male,15,A+,50.0,"5' 4"""
8422,Mr.,Mark,J,Clark,Thompson,7/27/2008,male,8,O+,36.9,"4' 7"""
8423,Mr.,Herman,J,McGhee,Schmidt,9/2/2011,male,5,O+,20.4,"3' 10"""
8424,Mr.,Sherwood,J,Valdez,Ross,11/24/2006,male,9,A-,27.3,"4' 0"""
8425,Mr.,Jason,A,Tucker,Dove,11/14/2001,male,15,O+,80.6,"6' 0"""
8426,Mr.,Gary,P,Roybal,Babineaux,2/20/2004,male,12,O+,56.5,"4' 9"""
8427,Mr.,George,N,Schober,Perkins,6/25/1994,male,22,A+,92.8,"5' 9"""
8428,Mr.,Edward,J,Gonzalez,Garcia,7/11/1995,male,21,B+,103.5,"6' 2"""
8429,Mr.,Thomas,M,Drucker,Davis,11/26/1996,male,19,B+,81.1,"5' 7"""
8430,Mr.,Michael,M,Huebner,Johnson,10/23/1995,male,21,A+,108.3,"5' 7"""
8431,Mr.,Chad,L,Cummings,McWilliams,12/19/1995,male,20,AB+,68.3,"5' 5"""
8432,Mr.,Richard,H,Morgan,Bender,2/3/2006,male,10,A+,25.6,"4' 10"""
8433,Mr.,George,C,Kelton,Erickson,10/7/1999,male,17,O+,85.1,"5' 11"""
8434,Mr.,Ronald,R,Fox,Whobrey,4/14/2012,male,4,A+,18.0,"3' 2"""
8435,Mr.,Joe,K,Quinn,Arena,3/20/2014,male,2,A+,15.3,"2' 11"""
8436,Mr.,Marion,S,Claus,Fletcher,12/13/1993,male,22,A+,81.5,"5' 11"""
8437,Mr.,Paul,E,Brown,Money,1/29/2006,male,10,A+,31.3,"4' 9"""
8438,Mr.,Jamey,P,Ney,Noyola,2/26/1995,male,21,O+,108.6,"5' 11"""
8439,Mr.,Steven,K,Kitchens,Charles,6/4/2014,male,2,O+,15.3,"2' 8"""
8440,Mr.,Jesse,R,Leary,Byrd,3/11/2001,male,15,A+,49.5,"5' 6"""
8441,Mr.,Ramon,S,McGregor,Owen,2/25/2002,male,14,AB+,50.8,"5' 4"""
8442,Mr.,Dennis,P,Rodgers,Tsai,12/28/2008,male,7,B+,24.7,"3' 11"""
8443,Mr.,Antione,K,Nimmons,Lindquist,4/17/2010,male,6,B+,28.7,"4' 1"""
8444,Mr.,Bryan,S,Murray,Bankston,5/27/1997,male,19,O+,78.7,"5' 9"""
8445,Mr.,Steve,J,Wood,Love,9/2/1997,male,19,A-,61.9,"5' 9"""
8446,Mr.,Johnathan,J,Rogers,Kimbler,8/29/2007,male,9,A+,26.1,"4' 4"""
8447,Mr.,Bill,S,Berry,Summers,7/19/2014,male,2,A+,15.1,"2' 9"""
8448,Mr.,Thomas,J,Roberts,Wilmes,9/25/1996,male,20,B+,74.8,"5' 8"""
8449,Mr.,Jason,G,Fender,Heath,8/1/2005,male,11,A+,40.9,"4' 8"""
8450,Mr.,Larry,S,Hannah,Longoria,4/5/1996,male,20,O+,96.4,"5' 8"""
8451,Mr.,Harrison,L,Smith,Martinez,2/1/1995,male,21,A+,61.6,"6' 0"""
8452,Mr.,Leon,M,Ordonez,Berry,1/27/2012,male,4,A+,19.8,"3' 7"""
8453,Mr.,George,M,Borders,Horvath,4/29/2000,male,16,O+,79.5,"5' 3"""
8454,Mr.,Bernard,B,Matthews,Wilson,12/2/2003,male,12,A+,55.9,"4' 11"""
8455,Mr.,Joseph,L,Allred,Tober,2/15/2008,male,8,B+,21.4,"4' 6"""
8456,Mr.,Craig,A,Roberts,Hale,2/16/2013,male,3,O+,14.7,"3' 1"""
8457,Mr.,John,S,Fowler,Fremont,7/14/2012,male,4,A+,18.5,"3' 1"""
8458,Mr.,Daniel,K,Kinsler,James,9/8/2006,male,10,A+,48.8,"4' 3"""
8459,Mr.,Kenneth,C,Maloof,Scott,2/14/2009,male,7,B+,18.6,"4' 4"""
8460,Mr.,Clifford,J,Edwards,Connery,12/13/1993,male,22,B+,88.9,"6' 0"""
8461,Mr.,Joe,J,McCurley,Goudy,5/6/1998,male,18,O+,68.6,"5' 10"""
8462,Mr.,John,L,Payne,Grandison,5/17/2005,male,11,O-,54.5,"5' 1"""
8463,Mr.,Kenneth,T,Deel,McNett,10/2/2012,male,4,O+,16.9,"3' 5"""
8464,Mr.,Ralph,M,Nielsen,Clinton,12/24/1996,male,19,A+,87.4,"5' 11"""
8465,Mr.,Jesus,A,Camarillo,Joyce,7/31/2001,male,15,A+,59.9,"5' 6"""
8466,Mr.,Albert,R,Barnett,Cammarata,10/7/2006,male,10,O+,34.3,"4' 6"""
8467,Mr.,Sonny,C,Trujillo,Collins,11/10/2009,male,7,A+,26.7,"4' 2"""
8468,Mr.,Michael,I,Kenney,Sterrett,9/20/1996,male,20,O-,98.5,"5' 5"""
8469,Mr.,Roberto,D,Cummings,Deal,7/1/1999,male,17,O+,58.2,"6' 0"""
8470,Mr.,George,L,Jansson,Ortiz,4/17/1998,male,18,O+,68.6,"6' 2"""
8471,Mr.,William,J,Fraser,Fahey,11/9/2013,male,3,O+,17.6,"3' 0"""
8472,Mr.,Andre,I,Blackburn,Howell,8/15/2009,male,7,O+,19.7,"4' 1"""
8473,Mr.,Albert,I,Pena,Walko,8/2/2006,male,10,A+,31.4,"4' 4"""
8474,Mr.,Daniel,A,White,Jackson,8/28/2000,male,16,B+,64.4,"5' 9"""
8475,Mr.,Peter,R,Snow,Hobbs,3/16/1998,male,18,O+,93.1,"5' 11"""
8476,Mr.,Chad,J,McDuffie,Olvera,7/2/2001,male,15,AB+,44.0,"5' 11"""
8477,Mr.,Michael,R,Spruill,Holloway,6/10/1997,male,19,O+,68.3,"5' 9"""
8478,Mr.,Richard,E,Thompson,Phillips,8/17/2006,male,10,O+,26.3,"4' 7"""
8479,Mr.,Clinton,L,Anderson,Mitchell,9/22/2012,male,4,B+,15.5,"3' 5"""
8480,Mr.,Nathan,K,Hoover,Yeomans,1/2/1999,male,17,A-,72.6,"5' 11"""
8481,Mr.,Dwight,D,Jones,Wilson,9/22/2006,male,10,A+,38.4,"4' 6"""
8482,Mr.,James,D,Clarke,Healey,2/20/2010,male,6,B+,18.6,"3' 10"""
8483,Mr.,Michael,G,Fleming,Madrid,9/24/1995,male,21,A+,64.7,"5' 8"""
8484,Mr.,Joseph,J,Harrington,Rodriguez,3/1/1998,male,18,B+,93.1,"5' 10"""
8485,Mr.,Rafael,E,Wilcox,Berg,10/10/2010,male,6,AB+,27.0,"4' 0"""
8486,Mr.,Victor,V,Lancaster,Veit,9/1/1994,male,22,B+,65.3,"5' 10"""
8487,Mr.,Edward,S,Myers,Bentley,5/26/1995,male,21,AB+,62.8,"5' 10"""
8488,Mr.,Brian,E,Munoz,Wagoner,5/9/1996,male,20,O+,82.2,"6' 1"""
8489,Mr.,Dustin,W,Garcia,Calfee,3/30/2006,male,10,O+,42.6,"4' 11"""
8490,Dr.,Brendan,T,Gumm,Williamson,11/4/2010,male,6,O+,24.2,"4' 0"""
8491,Mr.,Ted,M,Palmer,Albrecht,1/17/1998,male,18,O+,90.8,"6' 2"""
8492,Mr.,Kenneth,K,Lutz,Dingman,3/11/1997,male,19,O+,77.6,"6' 2"""
8493,Mr.,Quinton,R,Ford,Petri,8/31/2003,male,13,O+,66.1,"5' 6"""
8494,Mr.,David,D,Moore,Jacoby,2/18/2013,male,3,O+,16.9,"2' 11"""
8495,Mr.,Steven,M,Smith,Beasley,2/24/2014,male,2,O-,10.2,"2' 9"""
8496,Mr.,Todd,L,Daniels,Fredericksen,8/15/1995,male,21,O+,94.5,"5' 10"""
8497,Mr.,Giuseppe,M,Coy,Nemec,3/6/2004,male,12,O+,50.3,"5' 0"""
8498,Mr.,Jose,S,Starkey,Holt,6/2/2005,male,11,O+,50.8,"5' 1"""
8499,Mr.,Dwayne,J,Perkins,Castro,8/20/2007,male,9,AB-,31.7,"4' 7"""
8500,Mr.,David,K,Brown,Rivera,4/20/2008,male,8,A+,37.6,"4' 6"""
8501,Mr.,Phillip,B,Walker,Brown,12/19/2004,male,11,B+,37.1,"4' 6"""
8502,Mr.,Jerrell,N,Garvey,Fields,4/16/1996,male,20,A-,75.4,"5' 9"""
8503,Mr.,Gerald,T,Peak,Daniels,2/27/2009,male,7,B+,27.3,"3' 10"""
8504,Dr.,Mark,E,Gonzales,Bourgeois,7/13/2011,male,5,O+,23.0,"3' 5"""
8505,Mr.,Bradford,D,Costello,Williamson,8/25/1994,male,22,O+,76.3,"5' 8"""
8506,Mr.,Frank,M,Jones,Stiles,8/13/2006,male,10,AB+,43.1,"4' 9"""
8507,Mr.,David,C,Russell,Wood,9/25/2009,male,7,O+,32.6,"3' 8"""
8508,Mr.,Valentine,J,Jasso,Gordon,8/7/2002,male,14,A+,46.7,"5' 10"""
8509,Mr.,Amado,E,Thompson,Jones,6/10/2014,male,2,O+,11.3,"3' 1"""
8510,Mr.,Avery,M,Warrington,Delrio,11/23/2002,male,13,A+,58.4,"5' 5"""
8511,Mr.,Fred,R,London,Gillmore,6/30/2009,male,7,A+,19.6,"4' 2"""
8512,Mr.,Allen,A,Williamson,Shelton,1/14/1998,male,18,O+,86.6,"5' 5"""
8513,Mr.,Ronald,M,Jackson,Gaston,5/16/2010,male,6,B+,16.7,"3' 6"""
8514,Mr.,Stefan,J,Hawkins,Mattison,1/30/2004,male,12,B+,52.3,"4' 9"""
8515,Mr.,David,A,Donohue,Ford,4/2/2008,male,8,A+,33.5,"4' 4"""
8516,Mr.,Jed,A,Ledoux,Kim,1/28/2008,male,8,O+,27.0,"3' 10"""
8517,Mr.,Gregory,K,Bonney,Riordan,9/18/2005,male,11,A+,35.8,"4' 7"""
8518,Mr.,Pete,L,Wiener,Harshaw,6/24/1999,male,17,A+,57.4,"6' 2"""
8519,Mr.,William,J,Peck,Betts,3/17/2008,male,8,A+,35.6,"4' 2"""
8520,Mr.,Edward,A,Brady,Gaither,4/25/1994,male,22,O+,73.4,"5' 7"""
8521,Mr.,Paul,S,Batchelor,Hubbard,3/16/2006,male,10,B+,46.3,"4' 6"""
8522,Mr.,Terry,K,Stewart,Ruiz,8/27/2014,male,2,B+,10.4,"3' 0"""
8523,Mr.,James,L,Ramirez,Olvera,1/19/2013,male,3,A-,13.8,"3' 3"""
8524,Mr.,Aaron,C,Munoz,Hatfield,2/23/2013,male,3,AB+,11.9,"3' 1"""
8525,Mr.,David,G,Suggs,Wilson,10/21/2011,male,5,A-,24.3,"3' 4"""
8526,Mr.,Jacob,L,Ruff,Menard,7/31/2005,male,11,B+,26.9,"4' 8"""
8527,Mr.,Marvin,B,Padgett,Moore,7/10/2010,male,6,B+,23.7,"4' 1"""
8528,Mr.,Alan,M,Gossage,Gillon,11/19/2002,male,14,O+,72.5,"5' 0"""
8529,Mr.,Alfred,J,Lawhorn,Brown,9/28/2005,male,11,B-,40.0,"4' 10"""
8530,Mr.,Daniel,D,Archibald,Dykes,2/28/2010,male,6,O+,26.2,"4' 0"""
8531,Mr.,Alex,D,Luna,Cullen,10/10/2006,male,10,A+,31.9,"4' 10"""
8532,Mr.,Ron,A,Deanda,Esparza,8/5/2010,male,6,B+,16.9,"3' 6"""
8533,Mr.,Phillip,F,Hines,Thornton,2/3/2002,male,14,O+,49.5,"5' 4"""
8534,Mr.,Matthew,J,Coppola,Cross,8/12/1996,male,20,A+,97.8,"6' 1"""
8535,Mr.,Charles,M,McKee,Hardiman,12/23/2003,male,12,O+,53.3,"5' 1"""
8536,Mr.,Mike,O,Smith,Nagy,8/27/2012,male,4,A+,21.3,"3' 1"""
8537,Mr.,Vincent,J,Greenwood,Schiller,6/13/1997,male,19,B+,98.3,"5' 11"""
8538,Mr.,Michael,K,Taylor,Campbell,5/23/1994,male,22,B+,107.0,"5' 9"""
8539,Mr.,Erik,C,Villalpando,Stover,10/9/1998,male,18,B+,68.4,"5' 11"""
8540,Mr.,Clarence,F,Young,Connolly,12/15/1998,male,17,B+,74.2,"5' 11"""
8541,Mr.,Javier,B,Lee,Brown,4/16/1997,male,19,B+,86.8,"5' 7"""
8542,Mr.,Robert,E,Westfall,Peraza,10/12/1999,male,17,B+,79.9,"6' 2"""
8543,Mr.,Louie,L,Long,Robinson,10/14/2013,male,3,A-,17.2,"3' 4"""
8544,Mr.,David,T,Adams,Snyder,12/18/1998,male,17,AB+,69.2,"5' 10"""
8545,Mr.,Robert,Y,Tracy,Johnston,3/20/2008,male,8,B+,31.7,"4' 4"""
8546,Mr.,Harold,M,Schill,Zehner,1/10/2007,male,9,B+,43.3,"4' 8"""
8547,Dr.,William,J,Breckenridge,White,12/2/1998,male,17,B+,50.7,"5' 3"""
8548,Mr.,Terry,C,Carrier,Trujillo,4/29/2000,male,16,A+,57.6,"5' 4"""
8549,Mr.,Donald,C,Hoskins,Bivens,2/12/2003,male,13,A+,44.0,"4' 10"""
8550,Mr.,John,G,Wells,Place,2/27/2006,male,10,B+,27.8,"4' 8"""
8551,Mr.,Michael,V,Smith,Johnston,8/19/1995,male,21,B+,68.4,"6' 0"""
8552,Mr.,William,C,Wigley,Chenier,7/26/2008,male,8,A+,27.8,"4' 2"""
8553,Mr.,Dustin,C,Hefner,Engelmann,11/23/2008,male,7,O+,19.3,"3' 9"""
8554,Mr.,Robin,J,Norton,Hall,8/17/2003,male,13,A+,56.3,"5' 6"""
8555,Mr.,Walter,W,Thomas,Gross,4/17/2005,male,11,B+,36.3,"4' 8"""
8556,Mr.,Caleb,L,Lewis,Terrazas,4/29/1997,male,19,A+,94.2,"5' 5"""
8557,Mr.,Jorge,R,Barksdale,Sims,12/3/2007,male,8,A+,37.8,"4' 1"""
8558,Mr.,Bart,G,Schneider,Jan,6/5/2000,male,16,AB+,76.0,"6' 0"""
8559,Mr.,Steven,R,Duncan,Ratcliffe,6/29/2000,male,16,O+,63.1,"5' 7"""
8560,Mr.,Scott,D,Nolen,Evans,7/2/2007,male,9,A+,39.7,"4' 1"""
8561,Mr.,Don,G,Cook,Fitchett,1/31/1995,male,21,A+,95.7,"6' 0"""
8562,Mr.,Ronald,S,Wright,Davis,12/24/1996,male,19,O+,69.2,"5' 8"""
8563,Mr.,Albert,E,Asher,Wilhite,12/20/2005,male,10,A+,35.2,"4' 4"""
8564,Mr.,Joel,C,Werner,Byrnes,12/8/2011,male,4,A+,17.6,"3' 3"""
8565,Mr.,Richard,H,Andrews,Butts,9/1/2008,male,8,B+,36.3,"4' 6"""
8566,Mr.,Brian,R,Faust,Green,11/14/2005,male,11,O+,45.7,"5' 2"""
8567,Mr.,Robert,D,Fraser,Draper,10/10/2011,male,5,O+,24.7,"3' 7"""
8568,Mr.,Michael,M,Sorenson,Medina,8/31/2007,male,9,O+,38.0,"4' 9"""
8569,Mr.,Chester,N,Vasquez,Brewington,8/1/2003,male,13,O+,46.6,"4' 11"""
8570,Mr.,Edward,E,George,Peralta,12/16/2000,male,15,A-,71.6,"5' 2"""
8571,Dr.,Andrew,P,Olson,Serrano,12/31/1998,male,17,A+,88.5,"5' 10"""
8572,Mr.,George,S,Hickman,McKenzie,6/23/2000,male,16,O+,77.9,"6' 0"""
8573,Mr.,Felipe,J,Bowers,Ivey,4/12/2008,male,8,O+,32.8,"4' 0"""
8574,Mr.,Darryl,R,Larson,Connelly,12/15/2004,male,11,A+,45.9,"4' 4"""
8575,Mr.,David,R,Secrest,Smithers,12/26/2001,male,14,O+,64.2,"5' 7"""
8576,Mr.,Alex,P,Hetherington,Veilleux,3/18/1994,male,22,A+,59.1,"5' 10"""
8577,Mr.,David,L,Quick,Eaglin,8/1/1998,male,18,B+,72.1,"6' 2"""
8578,Mr.,Landon,E,Berlanga,Gray,8/30/2005,male,11,AB-,43.5,"4' 6"""
8579,Mr.,James,J,Stoker,Mitchell,9/8/2012,male,4,A+,13.8,"3' 7"""
8580,Mr.,Billy,L,Gibson,Real,7/12/1996,male,20,B+,89.5,"6' 2"""
8581,Mr.,Robert,H,Wilson,Richardson,9/5/2011,male,5,A+,18.6,"3' 10"""
8582,Mr.,Jerome,M,Wilson,Davis,6/16/2013,male,3,O+,17.0,"3' 1"""
8583,Mr.,Vern,C,Velasco,Leslie,1/31/1994,male,22,A+,81.3,"6' 2"""
8584,Mr.,Alphonso,S,Dominguez,Hughes,5/27/1995,male,21,O+,94.6,"5' 11"""
8585,Mr.,Dan,D,Collins,Gaines,5/20/2013,male,3,A+,18.3,"3' 3"""
8586,Mr.,Guadalupe,J,Palmer,Hillman,12/8/1994,male,21,O+,73.6,"6' 2"""
8587,Mr.,David,S,Loop,Johnson,9/30/2011,male,5,O+,19.7,"3' 4"""
8588,Mr.,Kevin,M,Starkes,Patterson,11/1/2010,male,6,A+,19.8,"3' 7"""
8589,Mr.,Michael,N,Keith,Hucks,10/20/2009,male,7,O+,29.1,"4' 2"""
8590,Mr.,James,S,Williams,Brown,1/30/2012,male,4,O-,13.0,"3' 3"""
8591,Mr.,Andrew,J,Eaton,Ray,11/22/1995,male,20,B+,54.9,"5' 7"""
8592,Mr.,Joshua,S,Fan,Albright,9/30/1995,male,21,O+,102.6,"5' 11"""
8593,Mr.,Kelly,L,Roland,Guerrero,6/25/1998,male,18,O-,94.0,"6' 0"""
8594,Mr.,Nelson,J,Smiley,Spencer,6/5/2005,male,11,O+,41.1,"5' 1"""
8595,Mr.,Antonio,A,Riley,Jackman,2/25/2010,male,6,A+,19.6,"3' 7"""
8596,Mr.,Carlos,A,Basinger,Lincoln,9/3/1999,male,17,B+,67.7,"5' 6"""
8597,Mr.,Daniel,L,Reyes,Canterbury,5/8/1997,male,19,A+,73.5,"6' 3"""
8598,Mr.,Daniel,C,Kyser,McCarthy,4/30/1997,male,19,O+,69.5,"5' 9"""
8599,Mr.,Herman,C,Pierce,Steffey,9/25/2007,male,9,B+,40.8,"4' 4"""
8600,Mr.,Alonso,A,Martinez,Grace,11/29/1996,male,19,B+,79.0,"5' 5"""
8601,Mr.,Ronald,M,Kelly,Tyson,6/15/2013,male,3,O+,15.8,"3' 2"""
8602,Mr.,James,R,Kimbrough,Pike,2/10/2000,male,16,O+,67.9,"5' 6"""
8603,Mr.,Paul,L,Titus,Spring,2/6/1999,male,17,A-,64.7,"6' 0"""
8604,Mr.,George,W,Bradley,Bennett,3/3/1999,male,17,AB+,51.8,"5' 4"""
8605,Mr.,Willie,M,Mason,Kelly,7/30/2011,male,5,AB+,23.5,"3' 5"""
8606,Mr.,Jeffrey,T,Forman,Bolt,8/27/2004,male,12,O-,47.6,"4' 9"""
8607,Mr.,Brian,J,Laseter,Adams,1/6/1996,male,20,B+,64.3,"6' 2"""
8608,Mr.,Floyd,A,Perkins,Thomas,12/26/1994,male,21,B+,59.0,"5' 9"""
8609,Mr.,Willie,A,Holbert,Andersen,11/13/1999,male,17,A+,76.8,"6' 2"""
8610,Mr.,Mark,D,Tune,Hiott,5/16/1999,male,17,O+,70.4,"5' 4"""
8611,Mr.,Joel,M,Hall,Daniels,8/10/1996,male,20,A+,79.3,"5' 11"""
8612,Mr.,Wayne,C,Marshall,Libby,3/30/1995,male,21,B+,104.0,"5' 10"""
8613,Mr.,David,V,Lashbrook,Rains,11/8/2003,male,13,A+,69.4,"5' 1"""
8614,Mr.,Glenn,K,Ray,Markley,2/7/1997,male,19,O+,98.7,"5' 11"""
8615,Mr.,Allen,C,Brewer,Fernandez,11/19/2000,male,16,O+,69.5,"6' 0"""
8616,Mr.,William,S,Charles,Martin,7/31/1995,male,21,O+,92.4,"5' 6"""
8617,Mr.,Thomas,G,Vanmeter,Harness,6/2/2009,male,7,A+,31.6,"4' 0"""
8618,Mr.,Steven,I,McLeod,Reddick,11/8/1996,male,20,O+,89.8,"5' 10"""
8619,Mr.,Carlos,A,Pugh,Mangual,7/23/1995,male,21,A+,90.6,"5' 9"""
8620,Mr.,Michael,B,Smith,Harrison,1/10/2007,male,9,O+,32.8,"4' 1"""
8621,Mr.,Myles,C,Sanders,Baca,2/4/1997,male,19,O+,60.2,"5' 5"""
8622,Mr.,Robert,V,Zahn,Holloway,2/6/2012,male,4,B-,17.4,"3' 4"""
8623,Mr.,Gary,B,Smith,Schacht,1/27/2014,male,2,A+,15.4,"3' 0"""
8624,Mr.,Stephen,C,McClaskey,Silva,2/11/2009,male,7,AB+,27.9,"3' 9"""
8625,Mr.,Elvin,J,Creek,McCants,10/3/2001,male,15,B+,74.8,"5' 4"""
8626,Mr.,Bernard,B,Cameron,Sutton,1/13/1998,male,18,O+,62.7,"5' 7"""
8627,Mr.,Joey,N,Brady,Henderson,8/26/1996,male,20,AB+,90.5,"5' 11"""
8628,Mr.,Keith,L,David,Garrison,3/21/2004,male,12,O+,51.0,"4' 10"""
8629,Mr.,David,J,Numbers,McMasters,10/24/2002,male,14,B+,70.7,"5' 10"""
8630,Mr.,Charles,J,Peacock,Hamer,6/3/2005,male,11,B+,27.2,"4' 7"""
8631,Mr.,Jerry,A,Ferrari,Clark,1/10/2011,male,5,A+,14.9,"3' 8"""
8632,Mr.,Jose,S,Graham,Manigault,11/20/2003,male,13,O+,64.1,"5' 3"""
8633,Mr.,Howard,M,Briggs,Monarrez,2/16/2005,male,11,O+,38.1,"4' 11"""
8634,Mr.,Bernie,E,Armwood,Brown,2/5/2008,male,8,A+,27.1,"3' 11"""
8635,Mr.,Leslie,E,Bair,Bray,4/28/1994,male,22,O+,85.1,"5' 9"""
8636,Mr.,Derrick,J,Marquez,Little,6/6/1995,male,21,AB+,81.7,"6' 0"""
8637,Mr.,Willie,I,Nova,Willits,3/30/2006,male,10,A-,38.2,"4' 4"""
8638,Mr.,Frank,K,Hester,Blanchard,11/12/2012,male,4,B+,17.5,"3' 7"""
8639,Mr.,John,P,Brooks,Wester,7/13/1998,male,18,A+,80.2,"6' 2"""
8640,Mr.,Jared,A,Burns,Garcia,3/13/2005,male,11,O-,34.9,"5' 0"""
8641,Mr.,Javier,F,Davis,Bean,4/10/2010,male,6,O+,25.5,"4' 0"""
8642,Mr.,Anthony,M,Jackson,Hanson,2/22/1997,male,19,A+,59.0,"5' 10"""
8643,Mr.,Shannon,M,Cooley,Ferland,11/2/2013,male,3,A+,14.9,"3' 1"""
8644,Mr.,Ellis,M,McDowell,Krueger,8/6/1995,male,21,O+,76.1,"6' 0"""
8645,Mr.,Daniel,J,Moses,Hunt,2/14/2012,male,4,O+,21.4,"3' 6"""
8646,Mr.,Isaac,J,Gifford,Anderson,1/3/2002,male,14,O+,50.1,"5' 0"""
8647,Mr.,George,L,Standley,Bench,10/26/2003,male,13,A+,44.0,"5' 3"""
8648,Mr.,Edward,M,Campbell,Holtman,5/30/2012,male,4,O+,15.0,"3' 5"""
8649,Mr.,Mark,M,Evans,Leighton,8/16/1999,male,17,O+,59.7,"5' 10"""
8650,Mr.,James,J,Byars,Mendes,1/29/1997,male,19,O+,97.0,"5' 11"""
8651,Mr.,Don,K,Brantley,Calvert,11/3/2008,male,8,O+,33.6,"3' 11"""
8652,Mr.,Clarence,D,Butterfield,Phillips,12/25/1993,male,22,A+,100.7,"5' 10"""
8653,Mr.,Bruce,J,Farrar,Chavarria,1/5/2004,male,12,A+,33.2,"4' 6"""
8654,Mr.,Felix,V,Hayes,Glover,10/12/2009,male,7,B-,27.8,"3' 11"""
8655,Mr.,Gary,E,Singleton,Holman,6/5/1995,male,21,AB+,87.6,"6' 0"""
8656,Mr.,Alfred,W,Haley,Mandell,4/16/1997,male,19,A+,70.9,"5' 9"""
8657,Mr.,James,B,Green,Hansen,3/13/2003,male,13,A+,55.7,"5' 3"""
