Number,Gender,Title,GivenName,MiddleInitial,Surname,MothersMaiden,Birthday,Age,BloodType,Kilograms,FeetInches
9429,female,Ms.,Ollie,C,Kelling,Suiter,9/3/2008,8,B+,32.4,"4' 1"""
9430,female,Mrs.,Gayla,B,Kennedy,Delee,2/25/1996,20,B+,62.7,"5' 5"""
9431,female,Ms.,Shirley,C,Austin,Gomes,8/13/2010,6,A+,21.5,"3' 8"""
9432,female,Mrs.,Barbara,O,Nichols,Bressler,1/7/2000,16,O+,44.8,"5' 1"""
9433,female,Mrs.,Ami,J,Hance,Harris,12/6/2001,14,O+,59.8,"5' 6"""
9434,female,Ms.,Diana,G,Webber,Hendricks,12/22/2011,4,O+,12.9,"3' 2"""
9435,female,Dr.,Jennifer,B,Bowen,Wolff,10/8/2014,2,O+,9.3,"2' 8"""
9436,female,Ms.,Kristen,A,Duncan,Bumgarner,12/7/2006,9,A+,44.7,"4' 3"""
9437,female,Ms.,Jessica,J,Bruno,Jack,3/23/1995,21,AB+,93.0,"5' 2"""
9438,female,Mrs.,Elina,F,Ratliff,Link,4/13/1996,20,O+,83.4,"5' 1"""
9439,female,Mrs.,Annette,D,Hendrix,Schuman,6/17/2011,5,A-,20.0,"3' 4"""
9440,female,Ms.,Roberta,S,Scully,Mosley,6/21/1998,18,A+,47.2,"5' 2"""
9441,female,Mrs.,Martha,D,Slater,Sanchez,4/9/2013,3,O-,11.9,"2' 10"""
9442,female,Ms.,Kim,R,Cano,Blanchard,11/21/2002,14,A+,58.8,"4' 11"""
9443,female,Mrs.,Lydia,F,Upchurch,Coble,8/9/2012,4,A+,12.8,"3' 1"""
9444,female,Mrs.,Esther,P,Hines,Jones,8/26/2005,11,O+,38.4,"4' 5"""
9445,female,Ms.,Claudia,J,Keith,Adorno,1/25/2001,15,O-,69.8,"4' 11"""
9446,female,Mrs.,Dagmar,D,Cruz,Sherrill,6/30/2009,7,A+,26.9,"4' 3"""
9447,female,Mrs.,Martha,G,Meeks,Bloom,5/11/2004,12,O+,63.1,"4' 7"""
9448,female,Mrs.,Rachel,D,Thomas,Barnes,3/6/1999,17,A+,43.8,"4' 11"""
9449,female,Ms.,Irene,J,Williams,Wood,10/30/1998,18,B+,85.6,"5' 2"""
9450,female,Ms.,Amber,R,Hicks,Valadez,12/1/1997,18,A+,53.8,"5' 8"""
9451,female,Ms.,Rosalind,M,Bishop,Dowell,7/27/2009,7,O+,28.0,"3' 8"""
9452,female,Mrs.,Tina,W,Sessoms,Garrison,10/29/1998,18,B+,79.8,"5' 1"""
9453,female,Ms.,Nadine,M,Brown,Pena,4/11/2004,12,A+,30.6,"4' 7"""
9454,male,Mr.,Charles,G,Vitale,Kemp,7/27/1995,21,O+,98.8,"6' 1"""
9455,female,Ms.,Beverly,R,Johnston,Boyd,10/7/2007,9,A+,39.7,"4' 2"""
9456,female,Ms.,Joy,E,Wertz,Kamm,6/18/1995,21,O+,54.3,"5' 3"""
9457,female,Mrs.,Mary,S,Wright,Simon,8/2/1997,19,AB+,44.2,"5' 3"""
9458,female,Mrs.,Lucille,R,Luciano,Yazzie,12/24/2005,10,O+,46.4,"4' 10"""
9459,female,Mrs.,Eva,H,Crowe,Murphy,11/30/2005,10,B-,32.1,"4' 7"""
9460,female,Ms.,Betty,F,Bowers,Johnson,10/7/2010,6,A+,19.3,"4' 1"""
9461,female,Ms.,Yvonne,E,Fellers,Crider,11/18/1997,19,O+,64.4,"5' 1"""
9462,female,Ms.,Thuy,A,Lantigua,Peacock,7/25/2004,12,O+,53.0,"4' 9"""
9463,female,Ms.,Sonia,D,Printz,Buchanan,2/17/2002,14,B+,67.6,"4' 11"""
9464,female,Mrs.,Elizabeth,G,Moore,Matranga,12/20/2001,14,O+,58.1,"4' 11"""
9465,female,Ms.,Joanie,B,Pemberton,Woodson,11/13/1998,18,A-,55.6,"5' 3"""
9466,female,Ms.,Katie,J,Farrand,Williams,5/8/2008,8,O+,20.0,"4' 6"""
9467,female,Ms.,Ana,J,Lemon,Arroyo,11/4/2012,4,O+,14.6,"3' 1"""
9468,female,Mrs.,Stephanie,E,Archey,Walker,12/11/2010,5,O+,23.7,"3' 3"""
9469,female,Ms.,Charlotte,J,King,Thomason,1/27/2011,5,O+,17.1,"3' 10"""
9470,female,Mrs.,Michelle,L,Gove,McGinnis,4/21/2010,6,A+,26.9,"3' 9"""
9471,female,Ms.,Anita,J,Kennedy,Journey,10/7/1994,22,A+,98.6,"5' 7"""
9472,female,Ms.,Constance,E,Robinson,Akers,10/3/1999,17,A+,55.2,"5' 8"""
9473,female,Ms.,Gloria,F,Doyle,Aguilera,3/24/2003,13,A+,45.1,"5' 1"""
9474,female,Mrs.,Wendy,R,McGee,Harris,11/5/1999,17,O-,70.7,"5' 5"""
9475,female,Ms.,Elizabeth,J,Schumann,Chitty,2/6/1996,20,B+,72.8,"5' 6"""
9476,female,Mrs.,Marie,R,Brown,Soto,8/17/1994,22,O+,74.9,"5' 5"""
9477,female,Ms.,Marie,B,Ellis,Paige,6/23/2002,14,A+,65.0,"5' 4"""
9478,female,Ms.,Nancy,R,Peets,Brown,1/19/2006,10,A+,46.5,"4' 5"""
9479,female,Mrs.,Marilyn,C,Moore,Westcott,7/11/1998,18,B+,86.1,"5' 1"""
9480,female,Ms.,Jennifer,E,Mize,Cunningham,10/29/1997,19,A+,54.1,"5' 1"""
9481,female,Mrs.,Gina,P,Hoerr,Phillips,5/10/1997,19,A-,55.5,"5' 9"""
9482,female,Ms.,Erica,D,Wallace,Killgore,4/18/2005,11,A-,51.0,"4' 9"""
9483,female,Ms.,Robin,M,Grogan,Descoteaux,6/8/2003,13,B+,71.4,"5' 5"""
9484,female,Mrs.,Cecily,J,Gardner,Davis,6/26/2010,6,O+,24.9,"3' 11"""
9485,female,Ms.,Dawn,R,Hopper,Carpenter,1/17/2003,13,O+,68.2,"5' 7"""
9486,female,Mrs.,Stacey,J,Mollica,Jacobsen,5/24/2011,5,B+,21.7,"3' 5"""
9487,female,Ms.,Wendy,K,Garcia,Bryant,1/31/1999,17,O+,52.9,"5' 4"""
9488,female,Mrs.,Sandra,C,Rick,Howard,9/2/2010,6,B+,28.5,"3' 6"""
9489,female,Ms.,Carrie,W,Hernandez,Starks,3/4/1994,22,O-,46.9,"5' 6"""
9490,female,Dr.,Kelly,J,Brown,Rice,1/7/2001,15,AB+,51.8,"5' 0"""
9491,female,Mrs.,Patricia,M,Casas,Sample,9/10/1999,17,A+,69.0,"5' 1"""
9492,female,Mrs.,Sue,J,Perkins,Baillargeon,9/30/2006,10,O+,38.9,"4' 7"""
9493,female,Ms.,Donna,M,Phillips,Brown,9/10/2014,2,O+,12.2,"2' 7"""
9494,female,Mrs.,Lisa,G,Pope,Burgos,2/12/2005,11,B+,45.6,"4' 7"""
9495,female,Mrs.,Judith,C,McCoy,Norfleet,12/30/2003,12,B+,65.9,"4' 8"""
9496,female,Ms.,Cynthia,T,Kessler,Sweeney,9/30/2013,3,B+,15.7,"3' 1"""
9497,female,Mrs.,Heather,N,Templin,Jared,12/29/2002,13,A+,38.6,"5' 6"""
9498,female,Ms.,Connie,R,Shoe,Roundtree,3/24/2005,11,B+,49.9,"4' 11"""
9499,female,Ms.,Diane,C,Oliver,Parsons,5/19/1996,20,B+,53.4,"5' 5"""
9500,female,Ms.,Wendy,N,McDonald,Ray,12/18/2003,12,B+,55.2,"4' 8"""
9501,female,Ms.,Betty,A,Smith,Brown,5/8/2012,4,A+,21.2,"3' 5"""
9502,female,Mrs.,Debra,J,Gray,Mitchell,9/7/1997,19,O+,57.4,"5' 4"""
9503,female,Mrs.,Yong,T,Lee,Foster,4/10/1994,22,A-,95.9,"5' 8"""
9504,female,Ms.,Esta,W,Clary,Petry,8/9/2010,6,B-,21.2,"3' 7"""
9505,female,Mrs.,Charisse,J,Smith,Wallace,1/24/2006,10,A+,40.6,"4' 8"""
9506,female,Mrs.,Sandra,D,Echeverria,Crespo,4/19/1999,17,O+,79.6,"5' 1"""
9507,female,Dr.,Estella,P,Cook,Maul,1/12/2012,4,B+,22.0,"3' 2"""
9508,female,Mrs.,Bernadette,S,Moyer,Mauck,11/14/2005,11,O+,52.6,"4' 6"""
9509,female,Mrs.,Sandra,E,Tooley,Durand,12/1/2011,4,A+,13.3,"3' 7"""
9510,female,Mrs.,Freda,H,Odell,Dunham,3/28/2000,16,A+,73.1,"5' 9"""
9511,female,Ms.,Julie,A,McIlvain,Jackson,4/12/2010,6,A+,28.5,"3' 8"""
9512,female,Mrs.,Maryjane,B,Walton,Feldmann,9/30/2008,8,B+,34.9,"4' 2"""
9513,female,Mrs.,Belva,H,Gooden,Moore,5/13/2007,9,B+,43.8,"4' 7"""
9514,female,Dr.,Elizabeth,J,Hogan,Jenkins,4/9/1999,17,A+,50.7,"5' 0"""
9515,female,Ms.,Flossie,C,Burke,Rose,5/23/1997,19,B+,57.7,"5' 1"""
9516,female,Ms.,Heather,L,Crum,Mason,5/12/2010,6,A-,26.0,"3' 8"""
9517,female,Dr.,Virginia,C,Leavitt,Richey,12/12/1995,20,O+,65.7,"5' 8"""
9518,female,Mrs.,Jeannine,J,Hilliard,Thomas,9/6/2008,8,O+,38.6,"4' 7"""
9519,female,Mrs.,Thelma,F,Lounsbury,Andrews,11/15/2008,8,O+,20.7,"4' 4"""
9520,female,Mrs.,June,D,Whitaker,Taylor,12/14/1994,21,A-,84.4,"5' 4"""
9521,female,Mrs.,Lisa,W,Buck,Perrine,12/7/1997,18,O+,50.4,"5' 9"""
9522,female,Mrs.,Regina,J,Johnson,McAbee,3/19/1994,22,B+,70.3,"5' 2"""
9523,female,Mrs.,Catherine,J,Barnes,Seguin,7/31/2008,8,O+,21.5,"4' 1"""
9524,female,Ms.,Lorraine,G,Housel,Crawford,11/2/1998,18,O-,61.4,"5' 5"""
9525,female,Ms.,Anna,O,Gary,McCown,5/17/2014,2,B+,10.9,"2' 9"""
9526,female,Ms.,Josephine,R,Benton,Morford,9/8/1996,20,B+,84.4,"5' 1"""
9527,female,Mrs.,Helen,P,Flowers,Talley,3/15/2003,13,O+,35.4,"5' 1"""
9528,female,Ms.,Cody,R,Upham,Black,4/5/2009,7,O+,30.6,"3' 10"""
9529,female,Mrs.,Virginia,G,Davidson,Stubblefield,6/18/1994,22,O+,54.8,"5' 3"""
9530,female,Ms.,Gwendolyn,M,Younker,Fells,2/23/2000,16,A+,53.5,"5' 6"""
9531,female,Mrs.,Jeri,W,Austin,Crum,6/7/2000,16,O+,50.7,"5' 4"""
9532,female,Mrs.,Laverne,G,Scott,Peake,7/9/2007,9,A+,30.6,"4' 6"""
9533,female,Ms.,Shelly,B,Weiss,Campagna,5/4/2010,6,A+,17.7,"3' 9"""
9534,female,Ms.,Sue,D,Griffiths,Dodson,10/5/1994,22,AB+,56.5,"5' 5"""
9535,female,Mrs.,Jessica,A,Raven,Martinez,12/23/2003,12,B+,38.1,"5' 1"""
9536,female,Mrs.,Anna,J,Colyer,Clanton,3/28/1999,17,A+,52.6,"5' 9"""
9537,female,Mrs.,Debi,L,Paquette,Alford,4/25/2003,13,A+,42.0,"5' 3"""
9538,female,Mrs.,Elsa,T,Brady,Spence,5/1/2004,12,B+,50.3,"4' 7"""
9539,female,Mrs.,Lilly,J,Kessler,Kent,6/11/2007,9,B+,32.6,"4' 6"""
9540,female,Ms.,Tiffany,D,Paik,Perez,1/28/2014,2,A+,14.1,"2' 10"""
9541,female,Mrs.,Katherine,R,Page,Loucks,2/7/2010,6,A+,18.6,"3' 9"""
9542,female,Mrs.,Linda,K,Waxman,May,1/7/2008,8,O+,29.1,"4' 7"""
9543,female,Mrs.,Candelaria,C,Wright,Wiley,7/4/1995,21,O+,97.2,"5' 1"""
9544,female,Mrs.,Helena,R,Chu,Farris,3/23/1998,18,A+,88.0,"5' 7"""
9545,female,Ms.,Lynne,R,Turner,Duncan,3/20/2012,4,O+,15.4,"3' 3"""
9546,female,Ms.,Teresa,C,Marden,Dixon,11/19/1999,17,B+,76.8,"5' 5"""
9547,female,Mrs.,Trang,C,Rojas,Cox,3/16/2000,16,A-,53.9,"5' 3"""
9548,female,Ms.,Elizabeth,B,Salgado,Glass,3/9/2004,12,O+,36.7,"4' 10"""
9549,female,Mrs.,Ashley,B,Parks,King,6/12/1994,22,O+,93.9,"5' 2"""
9550,female,Mrs.,Shannon,F,Struck,McEntee,9/19/2006,10,O+,38.6,"4' 11"""
9551,female,Mrs.,Barbara,F,Lowe,Owens,3/14/2002,14,O+,61.5,"5' 3"""
9552,female,Ms.,Zona,J,Scott,Rogers,12/6/2006,9,O+,35.0,"4' 0"""
9553,female,Ms.,Minnie,J,Smith,Bouchard,12/1/2006,9,B+,31.0,"4' 6"""
9554,female,Mrs.,Ruby,C,Hunter,Torre,4/5/1994,22,O+,92.2,"5' 6"""
9555,female,Mrs.,Lakeshia,R,Richards,Spencer,7/12/2002,14,O+,43.2,"5' 7"""
9556,female,Mrs.,Helen,K,Sumrall,Billiot,9/24/1997,19,O+,52.4,"5' 0"""
9557,female,Mrs.,Dorothea,P,Erickson,Patton,4/12/2007,9,B+,30.1,"4' 3"""
9558,female,Ms.,Annabel,A,Bogard,Swain,6/10/2002,14,B+,47.1,"4' 11"""
9559,female,Mrs.,Wilma,T,Peters,Price,12/12/1993,22,A-,54.4,"5' 2"""
9560,female,Mrs.,Jacqueline,B,Peachey,Price,10/1/2014,2,O+,14.2,"2' 10"""
9561,female,Mrs.,Anne,D,Keene,Castillo,3/10/1999,17,O+,81.4,"4' 11"""
9562,female,Mrs.,Felicia,P,Alexander,Provencher,4/23/2001,15,AB+,77.6,"5' 3"""
9563,female,Ms.,Debra,D,McClain,Lopez,1/27/2000,16,B+,52.0,"4' 11"""
9564,female,Ms.,Donna,E,Moore,McKinney,12/17/2007,8,O+,28.8,"4' 1"""
9565,female,Mrs.,Flossie,J,Silva,Toledo,4/9/2000,16,B+,69.8,"5' 5"""
9566,female,Ms.,Mattie,E,Mercado,Bartolome,5/20/2005,11,A+,28.9,"4' 9"""
9567,female,Ms.,Yvonne,J,Stewart,Place,2/1/1994,22,B+,58.8,"5' 4"""
9568,female,Ms.,Sandra,C,McCarthy,Doherty,5/7/1996,20,B+,74.8,"5' 2"""
9569,female,Mrs.,Juanita,C,Germany,Jacobs,6/6/2003,13,O+,38.8,"5' 5"""
9570,female,Mrs.,Debra,M,Street,Barnes,7/25/2012,4,O+,16.7,"3' 5"""
9571,female,Ms.,Emma,B,Lewis,Hunter,9/28/1999,17,O+,63.7,"5' 4"""
9572,female,Mrs.,Linda,H,Reynolds,Avery,10/22/2000,16,O+,64.9,"5' 3"""
9573,female,Mrs.,Araceli,M,Schuster,Sanchez,8/11/1995,21,A+,98.8,"5' 6"""
9574,female,Mrs.,Jane,K,Banks,Flowers,6/27/2001,15,O+,48.1,"5' 1"""
9575,female,Ms.,Pamela,J,Mendenhall,Taub,7/3/2004,12,A+,54.6,"5' 1"""
9576,female,Mrs.,Kristi,D,Cruz,Griffin,3/10/2009,7,A+,25.9,"4' 1"""
9577,female,Mrs.,Marybeth,F,Davis,Zuniga,11/9/1999,17,O+,53.8,"5' 7"""
9578,female,Ms.,Margurite,D,Regan,Williams,5/9/1995,21,O+,54.3,"5' 1"""
9579,female,Mrs.,Queen,D,Herring,Keeter,4/18/2002,14,O+,57.5,"5' 4"""
9580,female,Mrs.,Dora,F,Turnbow,Cunningham,5/9/1997,19,O+,70.0,"5' 5"""
9581,female,Mrs.,Louise,B,Weaver,Stiger,8/11/2011,5,B+,24.6,"3' 9"""
9582,female,Mrs.,Debora,W,Rothe,Kelley,5/31/1998,18,A+,72.1,"5' 5"""
9583,female,Mrs.,Mildred,G,Morris,Lee,3/24/2004,12,A+,53.6,"5' 2"""
9584,female,Ms.,Therese,W,Hackworth,Brooks,9/22/2007,9,O+,33.4,"4' 1"""
9585,female,Ms.,Patricia,W,Mansfield,Williams,10/26/2000,16,A+,64.0,"5' 9"""
9586,female,Ms.,Rebecca,W,Green,Hayes,10/4/2010,6,A+,23.6,"3' 9"""
9587,female,Mrs.,Melba,G,Maguire,Duff,1/7/1996,20,O+,84.0,"5' 0"""
9588,female,Mrs.,Brenda,J,Clifton,Wood,2/25/2002,14,O-,54.5,"5' 1"""
9589,female,Mrs.,Angela,C,Rivera,Shepherd,1/20/1999,17,B+,64.0,"5' 1"""
9590,female,Ms.,Minnie,W,Rivers,Kelly,9/16/2003,13,A+,47.9,"5' 0"""
9591,female,Ms.,Magdalena,J,Sturgill,Leach,11/8/2009,7,B+,26.3,"3' 8"""
9592,female,Mrs.,Carolyn,J,Elizondo,Trafton,8/14/1998,18,O+,54.0,"5' 8"""
9593,female,Ms.,Janette,J,McQueen,Cook,8/27/2010,6,B+,19.3,"4' 0"""
9594,female,Mrs.,Santa,J,Osborne,Brown,8/28/2000,16,B+,71.5,"5' 7"""
9595,female,Ms.,Jeanette,R,Ford,Edwards,4/29/2005,11,O+,55.0,"4' 5"""
9596,female,Ms.,Lillian,S,Johnson,Morton,11/26/1994,21,B+,90.7,"5' 6"""
9597,female,Ms.,Norma,B,Tipton,Castillo,6/7/2012,4,B+,14.4,"3' 1"""
9598,female,Mrs.,Melissa,C,Gonzalez,Greenleaf,3/6/2013,3,O+,14.5,"3' 2"""
9599,female,Ms.,Maria,C,Nickerson,Stevens,12/4/1998,17,O+,85.6,"5' 0"""
9600,female,Ms.,Rosie,M,Esteban,Conner,7/19/2001,15,O+,70.2,"5' 3"""
9601,female,Mrs.,Jennifer,M,Benjamin,Hill,1/27/1998,18,A+,60.6,"5' 3"""
9602,female,Ms.,Penny,T,Watkins,Hagler,7/8/2004,12,B+,49.4,"4' 9"""
9603,female,Ms.,Sandra,J,Henry,Andrade,9/11/2012,4,A+,19.2,"3' 6"""
9604,female,Ms.,Mei,J,Fleming,Davis,9/7/2014,2,A+,10.1,"2' 11"""
9605,female,Ms.,Mary,B,Casey,Almanza,3/3/1995,21,O+,88.0,"5' 1"""
9606,female,Mrs.,Mary,L,Birdsell,Spear,2/9/1994,22,O+,75.6,"5' 7"""
9607,female,Ms.,Mary,H,Riggs,Watson,10/14/2014,2,B+,14.0,"2' 9"""
9608,female,Mrs.,Anne,D,Huffman,Morris,12/30/1995,20,A+,62.7,"5' 9"""
9609,female,Mrs.,Vicky,T,Yates,Sheehan,1/22/2010,6,AB+,28.8,"3' 10"""
9610,female,Ms.,Cherelle,J,Moore,Smith,9/13/2003,13,A+,48.0,"4' 9"""
9611,female,Ms.,Ethel,C,Duncan,Bowen,3/7/2007,9,O+,37.9,"4' 8"""
9612,female,Mrs.,Cheri,H,Watkins,Diaz,7/1/2004,12,A+,33.4,"4' 7"""
9613,female,Ms.,Virginia,L,Plumb,Velez,10/16/2002,14,O+,54.9,"5' 3"""
9614,female,Mrs.,Angela,D,Osborne,Lantz,10/14/2007,9,O+,39.5,"4' 6"""
9615,female,Ms.,Cathy,R,Hutson,Henry,9/9/1997,19,B+,46.0,"5' 2"""
9616,female,Ms.,Adell,E,Conyers,Kozlowski,4/14/1997,19,A+,47.2,"5' 3"""
9617,female,Mrs.,Madalyn,C,Beauregard,Lavery,8/6/2013,3,O+,11.6,"3' 3"""
9618,female,Ms.,Sandra,J,Duncan,Thompson,12/6/2004,11,A+,26.4,"4' 11"""
9619,female,Ms.,Rebecca,W,Hermanson,Garner,9/16/2010,6,O-,22.9,"4' 0"""
9620,female,Ms.,Stephanie,D,Long,Lumpkin,4/21/2013,3,A+,11.1,"2' 11"""
9621,female,Ms.,Robin,R,Lambert,Brown,5/23/2001,15,A+,56.4,"4' 11"""
9622,female,Ms.,Diane,D,Burge,Cantrell,2/3/2004,12,O+,46.2,"5' 1"""
9623,female,Ms.,Bonnie,M,Griffin,Hurtado,6/19/2007,9,A+,35.7,"4' 2"""
9624,female,Ms.,Caroline,R,Metivier,Marple,9/20/2010,6,A+,20.3,"3' 6"""
9625,female,Ms.,Lydia,W,Dermody,Huffman,4/25/1997,19,A+,76.3,"5' 7"""
9626,female,Ms.,Debbie,M,Clark,Mitchell,9/11/1998,18,A+,46.7,"5' 5"""
9627,female,Ms.,Carolyn,P,Westrick,Stebbins,11/18/2001,15,O+,55.8,"5' 7"""
9628,female,Ms.,Donna,D,Vogler,Flores,4/15/2003,13,O+,66.5,"5' 2"""
9629,female,Mrs.,Debra,J,Ruiz,Womack,10/21/2002,14,O-,55.1,"5' 6"""
9630,female,Mrs.,Jeannette,J,Martin,Coughlan,6/15/1995,21,B+,57.3,"5' 7"""
9631,female,Ms.,Peggy,D,Brickey,Baptiste,4/19/2007,9,A+,29.3,"4' 5"""
9632,female,Ms.,Judy,B,Washington,Valverde,8/24/1994,22,B+,77.0,"5' 7"""
9633,female,Ms.,Clara,W,Summerville,Nichols,1/20/2002,14,O-,65.0,"5' 8"""
9634,female,Dr.,Ruth,J,Perry,Clark,12/8/2000,15,O+,41.8,"5' 7"""
9635,female,Ms.,Tiffany,O,Cole,Saenz,3/8/1997,19,A+,65.0,"5' 9"""
9636,female,Mrs.,Dorothy,D,Fellman,Jones,12/3/2012,3,AB+,13.4,"3' 2"""
9637,female,Ms.,Jean,R,Bacon,Chin,3/14/2009,7,A+,23.9,"4' 1"""
9638,female,Ms.,Lynn,D,Freedman,Long,8/27/2003,13,B+,58.8,"4' 9"""
9639,female,Ms.,Cheryl,S,Steinberg,Pruden,2/4/2003,13,O+,67.8,"5' 0"""
9640,female,Mrs.,Dorothy,W,Clark,Rounds,9/16/2012,4,A+,14.9,"3' 7"""
9641,female,Ms.,Marion,P,Collins,Robinson,12/24/2000,15,A+,47.5,"5' 6"""
9642,female,Ms.,Bethany,I,Brock,Hough,4/4/2008,8,O+,22.4,"4' 2"""
9643,female,Mrs.,Dominique,J,Warren,Brown,10/1/2014,2,A+,15.6,"2' 7"""
9644,female,Dr.,Lorene,K,Devore,Barnhart,11/2/2013,3,O+,16.9,"2' 10"""
9645,female,Mrs.,Shirley,J,Baran,Marlar,4/15/1998,18,O+,81.9,"5' 0"""
9646,female,Ms.,Angela,W,Gardner,Reyes,7/9/2014,2,A+,13.6,"2' 11"""
9647,female,Ms.,Charlie,W,Schulz,Jackson,11/10/2007,9,B+,24.4,"4' 1"""
9648,female,Mrs.,Juanita,D,Swanson,Diaz,12/27/2005,10,B+,32.5,"4' 4"""
9649,female,Ms.,Melina,D,Lopez,Chalmers,6/24/1996,20,A+,76.7,"5' 3"""
9650,female,Ms.,Sarah,R,Speck,Mata,12/5/2008,7,AB-,24.4,"4' 4"""
9651,female,Ms.,Clemmie,B,Stiles,Lozada,2/4/2004,12,A+,38.6,"4' 11"""
9652,female,Mrs.,Teresa,R,Crosby,Wilson,5/5/1994,22,A-,46.6,"5' 2"""
9653,female,Ms.,Melissa,C,Sheffield,Council,11/5/1994,22,O-,64.5,"5' 4"""
9654,female,Ms.,Juanita,T,Roberts,Rappaport,6/7/2008,8,B+,19.4,"4' 6"""
9655,female,Ms.,Nereida,J,Oliver,Garza,6/13/2007,9,A+,38.3,"4' 4"""
9656,female,Mrs.,Shirley,D,Weaver,Quintero,2/10/1998,18,O+,46.8,"5' 3"""
9657,female,Ms.,Joy,R,Smith,Coll,8/3/1997,19,O+,86.1,"5' 7"""
9658,female,Ms.,Lauren,A,Ross,Miller,8/10/2007,9,O+,43.7,"4' 2"""
9659,female,Ms.,Betty,D,Roberts,Miner,1/23/1997,19,A+,48.3,"5' 8"""
9660,female,Ms.,Doris,G,Joseph,Troche,3/26/1998,18,B+,53.1,"5' 3"""
9661,female,Ms.,Ruth,K,Frampton,Farrell,9/24/2005,11,O+,40.4,"4' 4"""
9662,female,Mrs.,Cara,W,Shamblin,Edward,12/14/1994,21,B+,80.0,"5' 9"""
9663,female,Ms.,Luann,J,Arnold,Devoe,4/23/2006,10,B+,27.0,"4' 3"""
9664,female,Ms.,Sarah,R,Waterman,Foster,10/21/2000,16,O+,84.7,"5' 7"""
9665,female,Dr.,Marianne,G,Sun,Prior,7/25/2013,3,A+,14.2,"3' 1"""
9666,female,Mrs.,Jean,K,Newsome,Silva,9/18/2009,7,O+,20.0,"4' 2"""
9667,female,Mrs.,Cynthia,M,Salazar,Dison,4/29/1998,18,AB+,48.7,"5' 9"""
9668,female,Mrs.,Anna,M,Charney,Large,10/25/1999,17,O+,67.0,"5' 7"""
9669,female,Ms.,Jacqueline,T,Kyler,Mahar,5/16/1998,18,B+,73.4,"5' 3"""
9670,female,Ms.,Rhonda,J,Echevarria,Jimenez,10/25/1997,19,O+,56.3,"5' 4"""
9671,female,Mrs.,Charlene,T,Coats,Young,12/1/1998,17,A+,66.1,"5' 9"""
9672,female,Ms.,Martha,G,Shearer,Seaton,9/10/2013,3,O+,14.2,"3' 4"""
9673,female,Mrs.,Mia,W,Thomas,Teske,9/10/2010,6,A+,25.7,"4' 1"""
9674,female,Ms.,Danielle,C,Outland,Zuniga,8/5/2011,5,O+,23.8,"3' 7"""
9675,female,Mrs.,Sharolyn,C,Volpe,Lawless,11/20/2011,5,O+,14.9,"3' 7"""
9676,female,Ms.,Genevieve,J,Kane,Webster,12/10/1993,22,B+,51.4,"5' 3"""
9677,female,Ms.,Ruby,W,Glover,Blount,5/3/1994,22,B+,46.1,"5' 5"""
9678,female,Ms.,Alejandrina,A,Collinson,Labounty,9/22/1999,17,A+,79.4,"5' 3"""
9679,female,Ms.,Latoya,T,Jimenez,Pacheco,1/22/2012,4,O+,15.6,"3' 6"""
9680,female,Ms.,Ellen,T,Perez,Hawks,4/2/2013,3,O+,16.4,"3' 0"""
9681,female,Ms.,Shakia,M,Proctor,Daggett,6/22/2008,8,B+,33.2,"4' 1"""
9682,female,Mrs.,Martine,C,Willis,Downing,7/28/2008,8,O+,24.0,"4' 3"""
9683,female,Ms.,Michele,M,Bennett,Lynch,8/27/1996,20,AB+,45.3,"5' 6"""
9684,female,Mrs.,Susan,R,Sullivan,Smith,1/16/1999,17,A+,56.0,"5' 4"""
9685,female,Mrs.,Jane,R,Malley,Campbell,4/6/1998,18,A+,50.9,"5' 3"""
9686,female,Mrs.,Doris,W,Abreu,Gholson,11/3/1999,17,O+,54.3,"5' 1"""
9687,female,Mrs.,Thelma,A,Coe,Harrington,8/28/2001,15,O+,55.2,"5' 1"""
9688,female,Ms.,Helen,D,Hill,Uhl,5/17/2001,15,B-,57.3,"5' 2"""
9689,female,Mrs.,Margaret,R,Henley,Moore,4/19/1999,17,A+,44.2,"5' 6"""
9690,female,Mrs.,Delores,P,Steadman,Thompson,12/12/1994,21,B+,57.2,"5' 1"""
9691,female,Ms.,Kayla,J,McGill,Rupert,7/14/2002,14,B+,62.3,"5' 5"""
9692,male,Mr.,Curt,K,Harper,Carrillo,4/14/2003,13,A+,47.8,"5' 1"""
9693,female,Mrs.,Jennifer,L,Ernst,Douglas,11/2/1995,21,B+,89.9,"5' 9"""
9694,female,Ms.,Joanne,Y,Robertson,Stiffler,11/27/1996,19,A+,76.0,"5' 3"""
9695,female,Ms.,Elizabeth,J,Thacker,Nolen,9/10/2003,13,A+,44.7,"4' 10"""
9696,female,Ms.,Leeann,T,Parker,Meadows,7/30/1996,20,B+,81.8,"5' 3"""
9697,female,Ms.,Dale,M,Hartwig,Craig,8/20/2011,5,A+,14.5,"3' 3"""
9698,female,Mrs.,Crista,J,Bracken,Trudeau,8/13/2007,9,O+,38.4,"4' 3"""
9699,female,Mrs.,Sophia,J,Bashaw,Hall,5/11/1996,20,B+,85.3,"5' 1"""
9700,female,Mrs.,Virginia,L,Ortiz,Payne,10/21/2003,13,A+,54.9,"5' 7"""
9701,female,Ms.,Nancy,R,Obryant,Cassell,12/27/2004,11,O+,53.2,"4' 8"""
9702,female,Mrs.,Angelia,J,Belser,Blankinship,7/28/1998,18,O-,82.2,"5' 9"""
